date,contract,open,high,low,close,volume,open_interest
2020-01-10,IF2403,3644.37,3656.05,3576.32,3629.58,1846,180291
2020-01-10,IH2401,4232.23,4233.12,4186.68,4205.91,1254,69513
2020-01-13,IC2401,4798.89,4811.9,4770.97,4795.07,7950,69311
2020-01-13,IC2402,5151.39,5186.67,5149.31,5153.25,2031,142064
2020-01-13,IF2401,5201.56,5299.68,5193.03,5230.85,4775,164268
2020-01-13,IF2402,3152.6,3198.66,3147.97,3156.2,3709,191659
2020-01-13,IF2403,3613.6,3629.17,3601.67,3603.16,6700,161350
2020-01-13,IH2401,4244.0,4307.11,4184.45,4196.24,4702,134352
2020-01-14,IC2401,4724.11,4816.27,4621.56,4714.12,3651,185823
2020-01-14,IC2402,5174.13,5278.8,5150.15,5170.95,5690,156784
2020-01-14,IF2401,5147.37,5188.49,4974.81,5138.92,4654,57953
2020-01-14,IF2402,3177.26,3214.87,3147.68,3206.54,6308,117240
2020-01-14,IF2403,3573.83,3588.46,3544.75,3552.29,2007,183733
2020-01-14,IH2401,4353.25,4356.02,4256.36,4323.74,6843,179985
2020-01-15,IC2401,4807.86,4832.33,4772.91,4808.62,3564,68115
2020-01-15,IC2402,5170.29,5260.25,5154.9,5177.95,2904,92494
2020-01-15,IF2401,5074.19,5149.74,5073.32,5143.59,3488,136661
2020-01-15,IF2402,3226.45,3228.41,3166.54,3207.47,7126,154066
2020-01-15,IF2403,3593.35,3615.87,3546.07,3566.31,8524,119783
2020-01-15,IH2401,4409.26,4420.48,4367.14,4416.99,4310,189917
2020-01-16,IC2401,4788.1,4886.21,4776.54,4813.78,7153,90050
2020-01-16,IC2402,5139.95,5178.42,5113.59,5144.52,2185,50921
2020-01-16,IF2401,5063.5,5119.35,5012.65,5055.53,6090,161566
2020-01-16,IF2402,3288.97,3318.84,3265.68,3281.18,4548,198816
2020-01-16,IF2403,3653.39,3672.39,3642.3,3664.62,4377,172671
2020-01-16,IH2401,4210.94,4248.69,4169.57,4224.96,4031,172965
2020-01-17,IC2401,4789.81,4843.97,4704.5,4785.95,7418,159096
2020-01-17,IC2402,5172.07,5175.24,5133.68,5165.3,1192,153283
2020-01-17,IF2401,5064.63,5103.79,5016.37,5063.21,3752,151543
2020-01-17,IF2402,3281.05,3328.59,3253.06,3268.15,3483,190843
2020-01-17,IF2403,3729.67,3746.23,3713.3,3738.07,9039,160112
2020-01-17,IH2401,4150.12,4177.74,4100.35,4162.02,9115,115296
2020-01-20,IC2401,4685.49,4749.9,4576.76,4670.52,1134,79944
2020-01-20,IC2402,5104.08,5113.82,5040.33,5110.5,2900,122868
2020-01-20,IF2401,5123.75,5134.98,5081.9,5125.08,9980,101051
2020-01-20,IF2402,3173.32,3222.17,3076.83,3158.27,5872,132892
2020-01-20,IF2403,3767.88,3799.93,3759.1,3791.55,9009,156179
2020-01-20,IH2401,4207.44,4230.54,4137.5,4190.87,5821,139551
2020-01-21,IC2401,4667.71,4710.43,4614.17,4641.11,3393,147390
2020-01-21,IC2402,5154.75,5172.68,5042.8,5131.05,8420,186089
2020-01-21,IF2401,5073.36,5114.59,5066.05,5102.21,7242,96331
2020-01-21,IF2402,3147.08,3171.24,3107.58,3138.22,1622,126870
2020-01-21,IF2403,3643.16,3706.29,3551.91,3672.14,3691,195232
2020-01-21,IH2401,4195.01,4267.55,4190.19,4223.33,8390,83202
2020-01-22,IC2401,4582.69,4717.59,4520.72,4595.36,9202,80601
2020-01-22,IC2402,5092.17,5127.02,5062.63,5096.51,4245,91493
2020-01-22,IF2401,5108.88,5111.36,5053.43,5056.79,6464,165625
2020-01-22,IF2402,3092.05,3134.56,3055.02,3114.68,1899,192149
2020-01-22,IF2403,3636.75,3669.05,3600.08,3625.24,1330,85679
2020-01-22,IH2401,4135.49,4141.7,4077.23,4136.24,7432,178319
2020-01-23,IC2401,4539.14,4587.79,4424.62,4533.9,2306,84894
2020-01-23,IC2402,5143.96,5184.88,5120.7,5134.44,8107,131385
2020-01-23,IF2401,5072.37,5081.81,5044.27,5055.88,2811,131314
2020-01-23,IF2402,3191.13,3212.97,3159.9,3199.39,9971,85573
2020-01-23,IF2403,3576.35,3605.94,3511.67,3593.62,3732,184816
2020-01-23,IH2401,4176.84,4198.43,4116.37,4161.91,5955,68596
2020-01-24,IC2401,4506.27,4598.84,4486.79,4529.39,6687,144003
2020-01-24,IC2402,4993.49,5068.54,4928.14,5006.32,8248,110923
2020-01-24,IF2401,5208.53,5240.99,5198.59,5236.83,5315,172864
2020-01-24,IF2402,3051.81,3128.69,3024.28,3045.69,9656,84892
2020-01-24,IF2403,3567.07,3585.31,3545.62,3567.98,5671,157997
2020-01-24,IH2401,4248.64,4300.5,4243.51,4260.98,1129,163311
2020-01-27,IC2401,4509.54,4541.1,4497.24,4536.74,8065,101897
2020-01-27,IC2402,4834.77,4855.61,4744.96,4849.96,1712,81834
2020-01-27,IF2401,5212.76,5243.56,5194.39,5214.45,6509,132185
2020-01-27,IF2402,3005.6,3029.13,2945.21,3013.58,9620,94918
2020-01-27,IF2403,3571.71,3628.14,3541.61,3590.31,6901,158078
2020-01-27,IH2401,4461.46,4526.78,4423.67,4500.89,4146,171771
2020-01-28,IC2401,4434.31,4464.29,4413.43,4424.16,7388,191622
2020-01-28,IC2402,5051.86,5097.36,5014.61,5039.69,7807,141464
2020-01-28,IF2401,5203.67,5268.78,5149.44,5194.59,1586,99330
2020-01-28,IF2402,3094.41,3116.64,3034.78,3038.27,2641,90610
2020-01-28,IF2403,3555.57,3563.37,3536.94,3557.36,4950,162643
2020-01-28,IH2401,4583.16,4585.72,4552.58,4577.37,5837,84945
2020-01-29,IC2401,4473.32,4514.97,4448.9,4475.35,9846,130225
2020-01-29,IC2402,5042.34,5122.9,5000.01,5054.52,6227,131962
2020-01-29,IF2401,5260.61,5343.03,5221.52,5251.86,6212,105888
2020-01-29,IF2402,2950.82,2954.38,2933.48,2943.24,8509,68046
2020-01-29,IF2403,3458.58,3478.83,3429.68,3473.73,5842,67268
2020-01-29,IH2401,4530.28,4635.24,4469.67,4519.4,6923,166106
2020-01-30,IC2401,4520.25,4532.57,4510.52,4515.53,6960,164110
2020-01-30,IC2402,5113.59,5179.91,5063.02,5103.24,7407,192451
2020-01-30,IF2401,5270.68,5304.44,5209.7,5255.7,4405,116935
2020-01-30,IF2402,2955.86,2963.12,2918.88,2937.37,9389,161804
2020-01-30,IF2403,3449.46,3476.62,3432.75,3454.59,7038,140514
2020-01-30,IH2401,4505.46,4509.96,4463.08,4493.64,4927,55566
2020-01-31,IC2401,4497.47,4555.81,4481.78,4503.16,6410,156659
2020-01-31,IC2402,5219.36,5219.68,5198.74,5211.79,9913,158888
2020-01-31,IF2401,5224.23,5296.9,5172.52,5207.05,8941,178428
2020-01-31,IF2402,2926.96,2950.45,2884.6,2897.81,9048,133469
2020-01-31,IF2403,3588.07,3636.16,3491.86,3557.57,1317,54851
2020-01-31,IH2401,4557.25,4574.85,4539.67,4545.22,3801,109100
2020-02-03,IC2401,4595.53,4679.34,4505.8,4645.31,6523,175161
2020-02-03,IC2402,5401.89,5443.67,5343.3,5394.97,6247,150432
2020-02-03,IF2401,5086.93,5124.11,5042.05,5067.16,8642,88419
2020-02-03,IF2402,2897.11,2907.91,2878.08,2893.36,4491,93797
2020-02-03,IF2403,3642.4,3664.04,3584.96,3628.49,3868,74827
2020-02-03,IH2401,4507.49,4612.9,4471.81,4477.67,9218,106504
2020-02-04,IC2401,4546.57,4590.84,4487.71,4515.78,2489,76547
2020-02-04,IC2402,5425.65,5528.81,5417.31,5451.8,1423,128575
2020-02-04,IF2401,4987.72,5008.04,4913.38,4950.44,3197,187524
2020-02-04,IF2402,2939.41,2968.01,2934.14,2935.14,7742,135422
2020-02-04,IF2403,3574.17,3602.78,3470.31,3545.53,1223,124697
2020-02-04,IH2401,4339.34,4431.3,4323.21,4377.64,7705,164010
2020-02-05,IC2401,4487.77,4540.75,4435.41,4452.6,5786,157326
2020-02-05,IC2402,5485.1,5613.44,5465.61,5493.02,9604,61782
2020-02-05,IF2401,4984.02,5034.9,4882.26,4996.68,4717,84883
2020-02-05,IF2402,2924.3,2974.35,2895.97,2942.24,6002,74609
2020-02-05,IF2403,3628.11,3689.35,3624.03,3642.81,9080,88561
2020-02-05,IH2401,4435.51,4532.85,4434.92,4499.37,4312,60909
2020-02-06,IC2401,4528.51,4534.16,4495.25,4532.62,9488,148784
2020-02-06,IC2402,5357.23,5441.92,5345.2,5387.79,3635,100668
2020-02-06,IF2401,4970.13,5024.5,4908.27,4953.25,7144,162920
2020-02-06,IF2402,2987.78,3051.46,2935.67,3002.17,2391,59849
2020-02-06,IF2403,3615.15,3660.23,3596.19,3609.06,4807,91912
2020-02-06,IH2401,4384.94,4471.25,4297.27,4381.93,2340,157091
2020-02-07,IC2401,4443.99,4487.12,4409.01,4462.8,9108,188869
2020-02-07,IC2402,5548.42,5712.79,5499.52,5574.81,2096,192578
2020-02-07,IF2401,4790.09,4847.19,4703.96,4788.18,5167,61517
2020-02-07,IF2402,3062.79,3091.54,3033.41,3052.69,8276,170230
2020-02-07,IF2403,3695.5,3720.91,3652.98,3662.33,3077,72861
2020-02-07,IH2401,4343.79,4432.22,4326.38,4352.05,8793,122819
2020-02-10,IC2401,4246.02,4344.34,4239.1,4279.65,3860,158284
2020-02-10,IC2402,5822.56,5890.06,5781.9,5862.14,4315,147939
2020-02-10,IF2401,4745.63,4763.42,4716.97,4749.85,9273,109982
2020-02-10,IF2402,2972.78,3036.01,2967.69,2987.27,5559,85925
2020-02-10,IF2403,3701.98,3725.37,3653.77,3695.38,7190,124230
2020-02-10,IH2401,4317.75,4318.31,4264.74,4306.18,7920,72867
2020-02-11,IC2401,4385.29,4438.1,4324.58,4343.83,3332,169637
2020-02-11,IC2402,5679.16,5811.58,5661.2,5713.77,6786,168549
2020-02-11,IF2401,4743.68,4818.27,4718.44,4722.56,7601,86021
2020-02-11,IF2402,2942.0,2968.13,2927.86,2950.7,1651,116394
2020-02-11,IF2403,3876.44,3894.33,3852.26,3857.01,8165,124277
2020-02-11,IH2401,4286.61,4339.51,4260.31,4301.04,8070,93251
2020-02-12,IC2401,4351.11,4378.06,4338.42,4373.96,8868,132162
2020-02-12,IC2402,5674.51,5701.67,5638.53,5655.61,6436,62033
2020-02-12,IF2401,4592.31,4634.21,4473.43,4577.44,2939,102962
2020-02-12,IF2402,2914.08,2963.22,2890.28,2903.7,8383,172590
2020-02-12,IF2403,3686.95,3763.18,3617.31,3729.49,9530,169433
2020-02-12,IH2401,4280.1,4295.45,4270.58,4290.08,9798,78421
2020-02-13,IC2401,4408.23,4412.8,4360.87,4412.03,2907,90556
2020-02-13,IC2402,5518.62,5608.7,5504.28,5599.28,2181,75245
2020-02-13,IF2401,4578.99,4634.37,4535.87,4592.52,5827,76736
2020-02-13,IF2402,2756.55,2781.09,2755.44,2769.85,5003,124245
2020-02-13,IF2403,3772.37,3834.83,3744.99,3797.39,5960,68299
2020-02-13,IH2401,4281.92,4344.01,4248.51,4298.35,2765,147850
2020-02-14,IC2401,4359.45,4391.53,4323.51,4349.26,2907,95740
2020-02-14,IC2402,5542.85,5609.09,5511.07,5599.4,3157,157347
2020-02-14,IF2401,4574.73,4636.07,4511.17,4614.02,2799,90046
2020-02-14,IF2402,2764.85,2785.38,2752.79,2762.4,3458,81721
2020-02-14,IF2403,3711.84,3795.53,3684.54,3717.15,9512,72962
2020-02-14,IH2401,4284.36,4350.08,4280.23,4309.69,6692,149536
2020-02-17,IC2401,4255.27,4294.99,4228.77,4278.6,1220,136524
2020-02-17,IC2402,5592.3,5645.21,5524.93,5576.36,7213,52936
2020-02-17,IF2401,4745.23,4809.94,4691.75,4742.78,3278,62312
2020-02-17,IF2402,2770.75,2835.68,2750.44,2760.79,3797,158367
2020-02-17,IF2403,3656.64,3657.04,3643.81,3654.77,2950,152211
2020-02-17,IH2401,4312.5,4369.36,4278.16,4303.76,4438,150565
2020-02-18,IC2401,4111.79,4113.39,4079.29,4094.44,9371,70922
2020-02-18,IC2402,5464.55,5481.41,5411.19,5477.76,3307,110068
2020-02-18,IF2401,4613.42,4693.17,4569.61,4651.01,8542,72411
2020-02-18,IF2402,2811.37,2832.42,2776.0,2808.08,7359,173380
2020-02-18,IF2403,3711.53,3734.87,3687.96,3699.08,1877,52436
2020-02-18,IH2401,4289.15,4309.99,4246.78,4275.24,3815,106095
2020-02-19,IC2401,3889.62,3891.3,3821.85,3875.89,9109,108240
2020-02-19,IC2402,5558.77,5591.49,5532.03,5566.19,9310,169113
2020-02-19,IF2401,4505.86,4518.5,4368.56,4474.07,3263,126783
2020-02-19,IF2402,2919.19,2957.73,2881.01,2909.2,2139,148893
2020-02-19,IF2403,3662.57,3742.31,3619.76,3651.27,9228,93589
2020-02-19,IH2401,4299.63,4403.3,4246.22,4323.36,3546,99121
2020-02-20,IC2401,4000.64,4079.3,3940.31,3962.46,1437,128711
2020-02-20,IC2402,5798.38,5860.07,5715.07,5774.06,5889,83692
2020-02-20,IF2401,4577.49,4660.65,4491.06,4603.52,8180,117534
2020-02-20,IF2402,2826.72,2843.43,2818.38,2832.41,5031,147282
2020-02-20,IF2403,3713.92,3738.63,3665.66,3719.51,2782,121271
2020-02-20,IH2401,4381.65,4424.21,4363.12,4396.99,5749,100597
2020-02-21,IC2401,3864.29,3896.88,3855.93,3859.19,1848,141946
2020-02-21,IC2402,5733.89,5777.09,5634.81,5742.84,9391,72844
2020-02-21,IF2401,4723.52,4740.67,4664.95,4718.05,7784,172416
2020-02-21,IF2402,2826.81,2856.65,2799.09,2833.36,7415,98857
2020-02-21,IF2403,3662.51,3768.78,3505.74,3633.52,9842,111522
2020-02-21,IH2401,4421.67,4454.6,4381.96,4407.41,7410,113383
2020-02-24,IC2401,3780.51,3785.19,3747.97,3782.94,1332,91157
2020-02-24,IC2402,5812.9,5835.34,5808.16,5823.97,7393,181574
2020-02-24,IF2401,4866.43,4884.15,4817.45,4869.64,8809,172004
2020-02-24,IF2402,2773.49,2815.8,2760.67,2791.86,9832,140381
2020-02-24,IF2403,3664.32,3695.04,3641.17,3683.73,1424,61347
2020-02-24,IH2401,4458.56,4519.99,4391.87,4420.69,5214,56328
2020-02-25,IC2401,3802.5,3870.0,3758.06,3783.41,8719,199593
2020-02-25,IC2402,5813.92,5879.15,5671.07,5755.31,3807,131604
2020-02-25,IF2401,4944.79,4986.17,4783.8,4886.17,7283,84714
2020-02-25,IF2402,2765.17,2815.13,2758.2,2792.67,8903,99184
2020-02-25,IF2403,3773.55,3793.07,3737.59,3778.87,1816,111093
2020-02-25,IH2401,4530.86,4532.35,4494.59,4526.05,6225,105605
2020-02-26,IC2401,3782.42,3808.4,3711.24,3769.5,4438,193814
2020-02-26,IC2402,5576.81,5591.4,5562.45,5572.87,5674,104811
2020-02-26,IF2401,4802.35,4858.11,4723.44,4790.26,6504,172852
2020-02-26,IF2402,2846.94,2900.82,2758.53,2822.5,6519,54529
2020-02-26,IF2403,3808.53,3816.61,3770.5,3806.84,5925,195478
2020-02-26,IH2401,4522.37,4525.41,4488.5,4520.17,6001,114997
2020-02-27,IC2401,3805.9,3866.48,3784.48,3838.89,2409,154533
2020-02-27,IC2402,5497.56,5586.86,5490.53,5492.61,2171,88987
2020-02-27,IF2401,4829.24,4897.82,4744.31,4791.81,8308,61010
2020-02-27,IF2402,2798.73,2847.33,2744.12,2794.75,5538,188154
2020-02-27,IF2403,3662.95,3711.46,3618.31,3674.11,5565,109206
2020-02-27,IH2401,4544.4,4607.42,4521.78,4568.63,1742,79559
2020-02-28,IC2401,3800.48,3878.24,3772.44,3799.0,1804,50984
2020-02-28,IC2402,5444.73,5549.77,5432.08,5511.51,5874,110564
2020-02-28,IF2401,4963.77,4973.89,4924.04,4929.18,7310,118098
2020-02-28,IF2402,2806.19,2834.66,2773.65,2806.66,4727,198484
2020-02-28,IF2403,3630.85,3642.0,3596.4,3637.13,7604,143650
2020-02-28,IH2401,4355.83,4441.57,4320.96,4420.83,3881,156109
2020-03-02,IC2401,3841.15,3841.49,3815.11,3830.15,7860,154625
2020-03-02,IC2402,5473.48,5529.08,5471.68,5519.92,7936,66712
2020-03-02,IF2401,4911.38,4950.96,4854.57,4919.55,4942,138576
2020-03-02,IF2402,2811.04,2840.5,2775.88,2821.91,2806,55381
2020-03-02,IF2403,3695.92,3705.63,3621.73,3675.74,6091,100323
2020-03-02,IH2401,4422.69,4431.89,4371.36,4384.26,6804,103667
2020-03-03,IC2401,3864.03,3923.9,3854.81,3884.43,7817,153536
2020-03-03,IC2402,5379.12,5424.14,5379.07,5385.36,1601,176111
2020-03-03,IF2401,5126.17,5164.63,5048.01,5117.16,9686,106143
2020-03-03,IF2402,2827.31,2844.62,2799.28,2803.36,3344,114623
2020-03-03,IF2403,3643.02,3647.01,3578.47,3646.23,9304,99318
2020-03-03,IH2401,4568.54,4640.79,4531.85,4534.19,4577,95640
2020-03-04,IC2401,3858.28,3901.77,3810.31,3851.22,2840,143361
2020-03-04,IC2402,5461.94,5493.78,5375.84,5414.01,3847,196465
2020-03-04,IF2401,5138.65,5207.39,5097.61,5126.2,6288,133582
2020-03-04,IF2402,2833.88,2838.78,2786.01,2835.38,3016,104985
2020-03-04,IF2403,3582.15,3600.85,3559.09,3600.07,3604,56468
2020-03-04,IH2401,4485.14,4505.81,4467.52,4482.21,2498,90113
2020-03-05,IC2401,3870.3,3874.53,3836.13,3861.16,7375,89418
2020-03-05,IC2402,5426.42,5430.12,5326.85,5412.97,6102,139003
2020-03-05,IF2401,5059.77,5111.44,5054.97,5093.89,9617,168394
2020-03-05,IF2402,2883.52,2901.18,2879.87,2883.59,7648,153198
2020-03-05,IF2403,3518.4,3587.58,3488.56,3572.41,8862,59176
2020-03-05,IH2401,4471.43,4539.2,4461.25,4466.84,3137,118123
2020-03-06,IC2401,3851.14,3926.86,3849.7,3866.35,2583,194004
2020-03-06,IC2402,5490.27,5532.86,5489.74,5493.1,4077,171139
2020-03-06,IF2401,5233.79,5273.11,5188.72,5218.07,5706,194424
2020-03-06,IF2402,2908.16,2925.81,2856.36,2906.1,1953,154388
2020-03-06,IF2403,3619.0,3648.71,3585.31,3593.38,7816,104516
2020-03-06,IH2401,4461.79,4564.97,4411.33,4475.59,1014,172254
2020-03-09,IC2401,3831.17,3912.81,3799.42,3843.06,8930,181125
2020-03-09,IC2402,5565.05,5654.06,5541.16,5567.77,2908,172911
2020-03-09,IF2401,5127.89,5128.01,5114.05,5124.1,8579,115213
2020-03-09,IF2402,2921.45,2940.57,2899.68,2914.36,4010,181157
2020-03-09,IF2403,3665.06,3711.18,3643.75,3674.13,8955,156391
2020-03-09,IH2401,4491.76,4556.75,4490.29,4511.57,7393,167463
2020-03-10,IC2401,3967.54,4024.65,3872.34,3974.39,2256,160600
2020-03-10,IC2402,5395.43,5427.59,5374.95,5380.98,4019,142428
2020-03-10,IF2401,5232.48,5255.17,5175.94,5223.63,8209,62850
2020-03-10,IF2402,2984.52,3040.11,2956.75,2990.17,6983,53366
2020-03-10,IF2403,3673.88,3720.6,3621.57,3683.44,3894,93097
2020-03-10,IH2401,4594.11,4663.93,4592.02,4609.44,7725,50356
2020-03-11,IC2401,4039.68,4086.5,3969.64,4054.87,5231,87179
2020-03-11,IC2402,5296.25,5373.22,5241.35,5277.0,3830,162822
2020-03-11,IF2401,5391.93,5419.8,5346.58,5387.3,2055,172075
2020-03-11,IF2402,2844.05,2863.39,2841.88,2859.08,9661,98736
2020-03-11,IF2403,3611.75,3664.45,3548.16,3636.95,6521,139599
2020-03-11,IH2401,4641.9,4676.31,4627.74,4659.41,7784,107728
2020-03-12,IC2401,4085.42,4095.82,4032.93,4050.47,6276,104089
2020-03-12,IC2402,5283.19,5350.34,5250.62,5288.62,1447,152884
2020-03-12,IF2401,5421.46,5443.05,5367.67,5435.27,5406,187739
2020-03-12,IF2402,2814.45,2843.52,2800.99,2813.68,1245,143523
2020-03-12,IF2403,3673.05,3675.55,3640.18,3657.08,7468,57769
2020-03-12,IH2401,4610.12,4641.62,4609.23,4610.83,5571,194276
2020-03-13,IC2401,4056.74,4125.79,4013.1,4066.01,9631,122641
2020-03-13,IC2402,5275.49,5335.66,5176.81,5265.35,5979,93117
2020-03-13,IF2401,5337.06,5441.94,5261.86,5369.35,5887,126076
2020-03-13,IF2402,2832.52,2851.17,2824.37,2844.68,6914,159944
2020-03-13,IF2403,3762.86,3826.74,3730.18,3771.41,9985,188544
2020-03-13,IH2401,4636.14,4667.21,4613.58,4614.83,8531,65970
2020-03-16,IC2401,3973.38,4056.47,3911.64,4019.81,2251,154280
2020-03-16,IC2402,5326.75,5349.86,5322.68,5331.63,7800,143464
2020-03-16,IF2401,5142.62,5218.42,5047.44,5160.45,1708,161187
2020-03-16,IF2402,2841.01,2877.45,2823.34,2868.07,1640,67186
2020-03-16,IF2403,3723.93,3749.97,3677.64,3703.03,2607,197013
2020-03-16,IH2401,4641.54,4695.18,4571.03,4642.0,7893,149186
2020-03-17,IC2401,4016.07,4021.23,3967.05,4018.24,6299,163194
2020-03-17,IC2402,5165.6,5286.28,5144.88,5192.27,3183,57666
2020-03-17,IF2401,5014.08,5043.18,4999.99,5000.9,1264,120973
2020-03-17,IF2402,2891.51,2902.92,2855.47,2881.46,9684,75182
2020-03-17,IF2403,3764.77,3778.94,3734.56,3736.26,1164,158691
2020-03-17,IH2401,4635.6,4639.8,4561.13,4627.02,9084,123509
2020-03-18,IC2401,4003.71,4013.55,3932.39,3998.95,9994,139994
2020-03-18,IC2402,5229.91,5272.09,5212.18,5225.63,2581,151681
2020-03-18,IF2401,5107.68,5113.1,4976.13,5065.97,4035,126177
2020-03-18,IF2402,2814.01,2856.39,2773.59,2822.07,9872,182627
2020-03-18,IF2403,3683.27,3724.31,3613.43,3706.5,9848,67432
2020-03-18,IH2401,4569.09,4658.98,4534.66,4573.68,5206,142073
2020-03-19,IC2401,4045.29,4141.51,4042.62,4094.87,1332,54024
2020-03-19,IC2402,5206.88,5368.37,5166.04,5221.79,7209,67392
2020-03-19,IF2401,5171.23,5191.67,5106.95,5159.97,3679,189755
2020-03-19,IF2402,2817.22,2824.36,2777.02,2792.66,7627,140261
2020-03-19,IF2403,3799.68,3824.87,3756.32,3773.55,6471,135469
2020-03-19,IH2401,4538.68,4569.47,4507.14,4544.22,3092,83765
2020-03-20,IC2401,4152.08,4179.98,4146.62,4159.82,9354,119601
2020-03-20,IC2402,5237.68,5251.11,5193.74,5233.17,8878,167688
2020-03-20,IF2401,5258.83,5295.53,5189.74,5242.2,4207,149568
2020-03-20,IF2402,2719.97,2730.22,2686.59,2697.87,8455,190133
2020-03-20,IF2403,3717.11,3837.81,3664.66,3694.83,4736,191984
2020-03-20,IH2401,4530.86,4549.2,4489.96,4505.33,2312,109348
2020-03-23,IC2401,4043.26,4073.87,4011.26,4042.47,5212,119522
2020-03-23,IC2402,5327.36,5361.59,5242.22,5321.68,3614,158962
2020-03-23,IF2401,5231.92,5289.37,5202.74,5247.21,8279,93401
2020-03-23,IF2402,2689.71,2698.1,2680.25,2682.33,7017,65329
2020-03-23,IF2403,3713.08,3782.16,3661.69,3691.06,8275,143669
2020-03-23,IH2401,4586.16,4637.7,4525.03,4622.0,4987,192426
2020-03-24,IC2401,4004.55,4039.62,3999.03,4019.14,8857,176280
2020-03-24,IC2402,5296.98,5395.15,5267.42,5318.04,1348,102650
2020-03-24,IF2401,5221.37,5241.34,5122.68,5144.94,6587,50951
2020-03-24,IF2402,2639.65,2671.49,2607.89,2648.6,7901,84811
2020-03-24,IF2403,3745.19,3779.05,3720.8,3724.81,4647,61629
2020-03-24,IH2401,4583.44,4634.47,4569.04,4574.73,5321,180082
2020-03-25,IC2401,3921.23,3999.25,3908.46,3971.23,1188,119604
2020-03-25,IC2402,5217.37,5233.8,5175.5,5217.18,5975,93643
2020-03-25,IF2401,5144.21,5148.6,5103.55,5116.98,9215,183815
2020-03-25,IF2402,2588.94,2602.46,2571.99,2586.49,1931,85222
2020-03-25,IF2403,3634.43,3674.51,3621.68,3650.65,9881,181539
2020-03-25,IH2401,4699.7,4735.49,4668.93,4673.08,3691,144026
2020-03-26,IC2401,3879.79,3922.95,3854.53,3892.11,2882,94273
